Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S73647055,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11130039,BPI-062-CR,10.1376265,-84.5172647,2020-07-24,08:34 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-62-cr
S73643889,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130039,BPI-062-CR,10.1376265,-84.5172647,2020-07-26,06:53 AM,eBird - Stationary Count,10,1,,,1,,,BPI-060-CR
S71880313,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11130039,BPI-062-CR,10.1376265,-84.5172647,2020-07-26,07:04 AM,eBird - Stationary Count,10,1,,,1,,2,bpi62
S65482005,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130075,BPI-063-CR,10.1208018,-84.5517909,2020-03-05,09:24 AM,eBird - Stationary Count,11,1,,,1,,,bpi63
S65514531,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130100,BPI-065-CR,10.1217769,-84.5532837,2020-03-05,08:32 AM,eBird - Stationary Count,10,1,,,1,,,BPI-65
S65482035,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11130111,BPI-066-CR,10.1155724,-84.556157,2020-03-05,08:07 AM,eBird - Stationary Count,11,1,,,1,,,bpi66
S65436444,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130127,BPI-067-CR,10.116039,-84.5570623,2020-03-04,07:03 AM,eBird - Stationary Count,10,1,,,1,,1,bpi67
S65482030,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130127,BPI-067-CR,10.116039,-84.5570623,2020-03-05,07:52 AM,eBird - Stationary Count,12,1,,,1,,,bpi67
S61000809,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130135,BPI-068-CR,10.1153751,-84.5579698,2019-10-18,08:00 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-668
S65514560,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130141,BPI-069-CR,10.1160136,-84.5586206,2020-03-05,07:08 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-69
S65414013,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130189,BPI-070-CR,10.0728615,-84.4735999,2020-03-03,07:11 AM,eBird - Stationary Count,10,1,,,1,,,BPI-70
S65381394,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130205,BPI-071-CR,10.072315,-84.4748727,2020-03-01,06:53 AM,eBird - Stationary Count,10,1,,,1,,,bpi71
S60895745,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130237,BPI-073-CR,10.0713692,-84.4777187,2019-10-24,07:03 AM,eBird - Stationary Count,11,1,,,1,,,bpi73
S60841558,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11130247,BPI-074-CR,10.0707056,-84.4769386,2019-10-22,07:30 AM,eBird - Stationary Count,13,1,,,1,,,bpi74
S60895740,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11130247,BPI-074-CR,10.0707056,-84.4769386,2019-10-24,06:42 AM,eBird - Stationary Count,10,1,,,1,,,bpi-74
S73640514,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130247,BPI-074-CR,10.0707056,-84.4769386,2020-08-12,09:51 AM,eBird - Stationary Count,10,1,,,1,,1
S72343767,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11130247,BPI-074-CR,10.0707056,-84.4769386,2020-08-12,10:03 AM,eBird - Stationary Count,12,1,,,2,,2
S60841549,Turkey Vulture,Cathartes aura,7338,3,CR-A,,L11130259,BPI-075-CR,10.0701593,-84.4758064,2019-10-22,07:53 AM,eBird - Stationary Count,10,1,,,1,,,bpi75
S65414184,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130259,BPI-075-CR,10.0701593,-84.4758064,2020-03-01,07:54 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-75
S65381353,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11130277,BPI-076-CR,10.0710707,-84.4739909,2020-03-01,08:13 AM,eBird - Stationary Count,10,1,,,1,,2,bpi76
S64483130,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130298,BPI-077-CR,10.0427887,-84.4690282,2020-02-14,09:04 AM,eBird - Stationary Count,10,1,,,1,,1,bpi77
S71880481,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130308,BPI-078-CR,10.0432786,-84.4681059,2020-07-27,08:52 AM,eBird - Stationary Count,10,1,,,1,,1,bpi78
S71880486,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130324,BPI-079-CR,10.0441381,-84.4682152,2020-07-27,09:05 AM,eBird - Stationary Count,10,1,,,1,,1,bpi79
S71879587,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130324,BPI-079-CR,10.0441381,-84.4682152,2020-07-27,09:15 AM,eBird - Stationary Count,10,1,,,1,,1
S60876836,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11130359,BPI-082-CR,10.0376128,-84.4741681,2019-10-23,09:02 AM,eBird - Stationary Count,11,1,,,1,,,bpi82 abierto
S71879631,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130359,BPI-082-CR,10.0376128,-84.4741681,2020-07-27,07:47 AM,eBird - Stationary Count,10,1,,,1,,1
S64532286,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130371,BPI-083-CR,10.0362608,-84.4741361,2020-02-15,07:22 AM,eBird - Stationary Count,10,1,,,1,,1,bpi83
S72117389,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130371,BPI-083-CR,10.0362608,-84.4741361,2020-07-28,06:55 AM,eBird - Stationary Count,10,1,,,1,,1
S61002427,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130413,BPI-084-CR,10.1111985,-84.5354017,2019-10-28,06:11 AM,eBird - Stationary Count,10,1,,,2,,1
S64723540,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130413,BPI-084-CR,10.1111985,-84.5354017,2020-02-18,09:08 AM,eBird - Stationary Count,11,1,,,1,,,bpi84
S73588194,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11130413,BPI-084-CR,10.1111985,-84.5354017,2020-08-22,07:56 AM,eBird - Stationary Count,10,1,,,1,,1
S64664239,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130419,BPI-085-CR,10.1119322,-84.5363656,2020-02-17,06:03 AM,eBird - Stationary Count,10,1,,,1,,,bpi85
S73588183,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130419,BPI-085-CR,10.1119322,-84.5363656,2020-08-22,08:09 AM,eBird - Stationary Count,10,1,,,1,,1
S61002457,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130432,BPI-086-CR,10.1117266,-84.53775,2019-10-28,06:42 AM,eBird - Stationary Count,11,1,,,2
S64670427,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130432,BPI-086-CR,10.1117266,-84.53775,2020-02-17,06:25 AM,eBird - Stationary Count,10,1,,,1,,,BPI-86
S64719869,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130432,BPI-086-CR,10.1117266,-84.53775,2020-02-18,08:27 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-86
S61026910,Turkey Vulture,Cathartes aura,7338,3,CR-A,,L11130440,BPI-087-CR,10.1079236,-84.5430199,2019-10-29,07:18 AM,eBird - Stationary Count,12,1,,,1,,3,bpi87
S64719830,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130440,BPI-087-CR,10.1079236,-84.5430199,2020-02-18,07:54 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-87
S61056118,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130458,BPI-088-CR,10.109647,-84.5430596,2019-10-29,06:41 AM,eBird - Stationary Count,12,1,,,2,,1
S61026899,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130458,BPI-088-CR,10.109647,-84.5430596,2019-10-29,06:56 AM,eBird - Stationary Count,11,1,,,1,,,bpi88
S64723572,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130458,BPI-088-CR,10.109647,-84.5430596,2020-02-18,07:53 AM,eBird - Stationary Count,10,1,,,1,,,bpi88
S64719755,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130469,BPI-089-CR,10.1109297,-84.542484,2020-02-18,07:26 AM,eBird - Stationary Count,10,1,,,1,,,BPI-89
S65233395,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11130491,BPI-090-CR,10.1417126,-84.555205,2020-02-27,06:18 AM,eBird - Stationary Count,10,1,,,1,,2,BPI-90
S73646393,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130491,BPI-090-CR,10.1417126,-84.555205,2020-07-24,05:45 AM,eBird - Stationary Count,10,1,,,1,,,BPI-090-CR
S65172534,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11130499,BPI-091-CR,10.1420472,-84.5566407,2020-02-26,09:50 AM,eBird - Stationary Count,10,1,,,1,,,bpi91
S65233591,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11130499,BPI-091-CR,10.1420472,-84.5566407,2020-02-26,10:00 AM,eBird - Stationary Count,10,1,,,1,,2,BPI-91
S65172545,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130503,BPI-092-CR,10.1428142,-84.55728,2020-02-26,10:07 AM,eBird - Stationary Count,10,1,,,1,,,bpi92
S71880377,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130503,BPI-092-CR,10.1428142,-84.55728,2020-07-26,10:26 AM,eBird - Stationary Count,10,1,,,1,,,bpi92
S61091255,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11130508,BPI-093-CR,10.1534041,-84.5504624,2019-10-31,08:26 AM,eBird - Stationary Count,13,1,,,1,,,bpi93
S61091268,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11130539,BPI-094-CR,10.155725,-84.5401886,2019-10-31,09:03 AM,eBird - Stationary Count,10,1,,,1,,2,bpi94
S61079347,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130539,BPI-094-CR,10.155725,-84.5401886,2019-10-31,09:13 AM,eBird - Stationary Count,10,1,,,2,,1
S65172513,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130539,BPI-094-CR,10.155725,-84.5401886,2020-02-26,08:08 AM,eBird - Stationary Count,10,1,,,1,,,bpi94
S65233839,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130539,BPI-094-CR,10.155725,-84.5401886,2020-02-26,08:18 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-94
S61091280,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130550,BPI-095-CR,10.1566234,-84.5406634,2019-10-31,09:19 AM,eBird - Stationary Count,10,1,,,1,,,bpi95
S61079359,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130550,BPI-095-CR,10.1566234,-84.5406634,2019-10-31,09:30 AM,eBird - Stationary Count,10,1,,,2,,1
S65232557,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130550,BPI-095-CR,10.1566234,-84.5406634,2020-02-27,07:33 AM,eBird - Stationary Count,10,1,,,1,,,BPI-95
S73643333,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130550,BPI-095-CR,10.1566234,-84.5406634,2020-07-24,07:34 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-95-CR
S73641698,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130566,BPI-096-CR,10.0482565,-84.4877984,2020-08-09,08:56 AM,eBird - Stationary Count,10,1,,,1,,1
S72245659,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130576,BPI-097-CR,10.0469144,-84.48578,2020-08-09,08:21 AM,eBird - Stationary Count,11,1,,,2
S73641729,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130576,BPI-097-CR,10.0469144,-84.48578,2020-08-09,08:34 AM,eBird - Stationary Count,10,1,,,1
S61254212,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130588,BPI-098-CR,10.0453934,-84.4846849,2019-11-07,06:40 AM,eBird - Stationary Count,11,1,,,1,,,bpi98
S73641602,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130604,BPI-099-CR,10.0542554,-84.4884924,2020-08-09,09:32 AM,eBird - Stationary Count,10,1,,,1,,1
S61206136,Turkey Vulture,Cathartes aura,7338,3,CR-A,,L11130613,BPI-100-CR,10.0550119,-84.489667,2019-11-05,07:47 AM,eBird - Stationary Count,11,1,,,1,,3,BPI-100
S61220109,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130613,BPI-100-CR,10.0550119,-84.489667,2019-11-05,08:50 AM,eBird - Stationary Count,11,1,,,2
S63785273,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130675,BPI-103-CR,10.079394,-84.4952533,2020-01-25,08:41 AM,eBird - Stationary Count,10,1,,,1,,,bpi103.... rstaban trabajando atomizando
S63785244,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130694,BPI-105-CR,10.0723331,-84.4977864,2020-01-25,07:33 AM,eBird - Stationary Count,10,1,,,1,,,bpi105
S61620350,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11130710,BPI-106-CR,10.0729765,-84.499009,2019-11-19,07:54 AM,eBird - Stationary Count,12,1,,,2,,1
S65874287,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130719,BPI-107-CR,10.1190024,-84.5152869,2020-03-15,09:09 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-107
S73301046,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130719,BPI-107-CR,10.1190024,-84.5152869,2020-08-29,07:45 AM,eBird - Stationary Count,10,1,,,1
S65790351,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130729,BPI-108-CR,10.1190981,-84.5149877,2020-03-14,05:56 AM,eBird - Stationary Count,10,1,,,1,,,bpi108
S61649491,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130752,BPI-110-CR,10.092577,-84.5566071,2019-11-22,08:37 AM,eBird - Stationary Count,12,1,,,1,,,bpi110
S65245434,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130752,BPI-110-CR,10.092577,-84.5566071,2020-02-28,09:00 AM,eBird - Stationary Count,10,1,,,1,,1,bpi110
S71754743,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130752,BPI-110-CR,10.092577,-84.5566071,2020-07-23,08:27 AM,eBird - Stationary Count,10,1,,,1,,,bpi110
S61649542,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11130780,BPI-111-CR,10.0880183,-84.5433677,2019-11-22,09:27 AM,eBird - Stationary Count,10,1,,,1,,,bpi111
S65399066,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11130827,BPI-115-CR,10.0518394,-84.5161909,2020-03-03,09:05 AM,eBird - Stationary Count,10,1,,,1,,1,bpi115
S64603831,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11131003,BPI-118-CR,10.1258536,-84.4295322,2020-02-08,08:29 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-118
S64603631,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11131035,BPI-120-CR,10.1278151,-84.4258828,2020-02-08,07:48 AM,eBird - Stationary Count,10,1,,,1,,,BPI-120
S62385226,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11131063,BPI-123-CR,10.1171909,-84.4469576,2019-12-12,08:10 AM,eBird - Stationary Count,10,1,,,1,,,bpi 123
S64829492,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11131100,BPI-126-CR,10.1119037,-84.4410942,2020-02-20,08:26 AM,eBird - Stationary Count,10,1,,,1,,,bpi126
S71572424,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11131100,BPI-126-CR,10.1119037,-84.4410942,2020-07-17,08:16 AM,eBird - Stationary Count,10,1,,,1,,,bpi126
S64829450,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11131121,BPI-128-CR,10.1111145,-84.4398109,2020-02-20,07:56 AM,eBird - Stationary Count,10,1,,,1,,,bpi128
S62459619,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11131133,BPI-129-CR,10.1188244,-84.5145052,2019-12-18,09:11 AM,eBird - Stationary Count,10,1,,,1,,,bpi129
S65790490,Turkey Vulture,Cathartes aura,7338,3,CR-A,,L11131133,BPI-129-CR,10.1188244,-84.5145052,2020-03-13,08:55 AM,eBird - Stationary Count,10,1,,,1,,2,BPI-129
S72981281,Turkey Vulture,Cathartes aura,7338,4,CR-A,,L11131142,BPI-130-CR,10.1209466,-84.5133912,2020-08-30,08:13 AM,eBird - Stationary Count,10,1,,,2
S62410557,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11131155,BPI-131-CR,10.1228729,-84.5131493,2019-12-17,07:27 AM,eBird - Stationary Count,14,1,,,1,,,bpi131
S73300552,Turkey Vulture,Cathartes aura,7338,3,CR-A,,L11131155,BPI-131-CR,10.1228729,-84.5131493,2020-08-30,08:04 AM,eBird - Stationary Count,10,1,,,1
S62410029,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11131185,BPI-133-CR,10.1201563,-84.5120095,2019-12-17,08:36 AM,eBird - Stationary Count,10,1,,,1,,,bpi 133
S62459561,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11131185,BPI-133-CR,10.1201563,-84.5120095,2019-12-18,06:58 AM,eBird - Stationary Count,15,1,,,1,,1,bpi 133
S62459533,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11133909,BPI-137-CR,10.113612,-84.5085716,2019-12-19,08:22 AM,eBird - Stationary Count,10,1,,,1,,,bpi 137
S62634419,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11133968,BPI-140-CR,10.120028,-84.5154186,2019-12-24,06:50 AM,eBird - Stationary Count,14,1,,,1,,,bpi 140
S65874345,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11133968,BPI-140-CR,10.120028,-84.5154186,2020-03-15,08:31 AM,eBird - Stationary Count,10,1,,,1,,,BPI-140
S73301026,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11133968,BPI-140-CR,10.120028,-84.5154186,2020-08-29,08:18 AM,eBird - Stationary Count,11,1,,,1
S73300832,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11133968,BPI-140-CR,10.120028,-84.5154186,2020-08-30,06:23 AM,eBird - Stationary Count,10,1,,,1
S65790361,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11133977,BPI-141-CR,10.1197841,-84.5146762,2020-03-14,06:21 AM,eBird - Stationary Count,10,1,,,1,,,bpi 141
S65874329,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11133977,BPI-141-CR,10.1197841,-84.5146762,2020-03-15,08:44 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-141
S73301013,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11133977,BPI-141-CR,10.1197841,-84.5146762,2020-08-29,08:38 AM,eBird - Stationary Count,10,1,,,1
S62634444,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11133983,BPI-142-CR,10.1179435,-84.5153234,2019-12-24,08:04 AM,eBird - Stationary Count,12,1,,,1,,,bpi 142
S65790385,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11133983,BPI-142-CR,10.1179435,-84.5153234,2020-03-14,07:09 AM,eBird - Stationary Count,10,1,,,1,,1,bpi142
S63096326,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11133989,BPI-143-CR,10.1172633,-84.5147134,2019-12-27,07:31 AM,eBird - Stationary Count,11,1,,,1,,,bpi143
S65790197,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11133999,BPI-144-CR,10.1154304,-84.5199031,2020-03-14,08:19 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-144
S73300858,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11133999,BPI-144-CR,10.1154304,-84.5199031,2020-08-29,09:08 AM,eBird - Stationary Count,10,1,,,1,,1
S63159407,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134012,BPI-145-CR,10.1239632,-84.4353451,2020-01-07,06:13 AM,eBird - Stationary Count,10,1,,,1,,,bpi-145
S72139490,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134012,BPI-145-CR,10.1239632,-84.4353451,2020-08-04,08:03 AM,eBird - Stationary Count,10,1,,,1,,1
S72105447,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134020,BPI-146-CR,10.1225939,-84.4350198,2020-08-04,08:07 AM,eBird - Stationary Count,11,1,,,1,,,bpi 146
S72105462,Turkey Vulture,Cathartes aura,7338,3,CR-A,,L11134044,BPI-148-CR,10.1202619,-84.4340389,2020-08-04,08:37 AM,eBird - Stationary Count,10,1,,,1,,3,bpi148
S63159423,Turkey Vulture,Cathartes aura,7338,3,CR-A,,L11134055,BPI-149-CR,10.1206841,-84.4353481,2020-01-07,07:54 AM,eBird - Stationary Count,11,1,,,1,,,bpi 149
S64829570,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134055,BPI-149-CR,10.1206841,-84.4353481,2020-02-21,09:31 AM,eBird - Stationary Count,10,1,,,1,,,bpi149
S64829557,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134060,BPI-150-CR,10.1218467,-84.4359988,2020-02-21,09:46 AM,eBird - Stationary Count,10,1,,,1,,1,bpi150
S72139909,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134060,BPI-150-CR,10.1218467,-84.4359988,2020-08-04,09:24 AM,eBird - Stationary Count,10,1,,,1,,,BPI-150-CR
S64603067,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134075,BPI-152-CR,10.1164697,-84.4479011,2020-01-11,05:52 AM,eBird - Stationary Count,10,1,,,1,,,BPI-152
S64904201,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134075,BPI-152-CR,10.1164697,-84.4479011,2020-02-22,08:52 AM,eBird - Stationary Count,10,1,,,1,,,bpi152
S64603153,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134081,BPI-153-CR,10.1160079,-84.4459517,2020-01-11,06:18 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-153
S64768423,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134091,BPI-154-CR,10.1088573,-84.4459467,2020-02-19,07:59 AM,eBird - Stationary Count,10,1,,,1,,,BPI-154
S64603226,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134097,BPI-155-CR,10.1076841,-84.4447795,2020-01-11,07:35 AM,eBird - Stationary Count,15,1,,,1,,1,BPI-155
S64754517,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134097,BPI-155-CR,10.1076841,-84.4447795,2020-02-19,08:05 AM,eBird - Stationary Count,10,1,,,1,,1,bpi155
S71572299,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134108,BPI-156-CR,10.1055376,-84.4454672,2020-07-16,08:06 AM,eBird - Stationary Count,10,1,,,1,,1,bpi156
S63786416,Turkey Vulture,Cathartes aura,7338,3,CR-A,,L11134112,BPI-157-CR,10.1044213,-84.4453707,2020-01-11,08:33 AM,eBird - Stationary Count,11,1,,,1,,1,BPI-157
S64768378,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134112,BPI-157-CR,10.1044213,-84.4453707,2020-02-19,08:48 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-157
S65066896,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134112,BPI-157-CR,10.1044213,-84.4453707,2020-02-20,06:16 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-157
S64829415,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134112,BPI-157-CR,10.1044213,-84.4453707,2020-02-20,06:29 AM,eBird - Stationary Count,10,1,,,1,,1,bpi157
S63786405,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134117,BPI-158-CR,10.1017864,-84.4447017,2020-01-11,09:06 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-158
S63279121,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L11134117,BPI-158-CR,10.1017864,-84.4447017,2020-01-11,09:18 AM,eBird - Stationary Count,10,1,,,1,,,bpi 158
S64754555,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134117,BPI-158-CR,10.1017864,-84.4447017,2020-02-19,08:55 AM,eBird - Stationary Count,10,1,,,1,,,bpi158
S64768336,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134117,BPI-158-CR,10.1017864,-84.4447017,2020-02-19,09:05 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-158
S64859214,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134117,BPI-158-CR,10.1017864,-84.4447017,2020-02-20,05:59 AM,eBird - Stationary Count,10,1,,,1,,,BPI-158
S64829401,Turkey Vulture,Cathartes aura,7338,3,CR-A,,L11134117,BPI-158-CR,10.1017864,-84.4447017,2020-02-20,06:11 AM,eBird - Stationary Count,10,1,,,1,,,bpi158
S71572318,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L11134117,BPI-158-CR,10.1017864,-84.4447017,2020-07-16,08:38 AM,eBird - Stationary Count,10,1,,,1,,1,bpi158
S72647936,Turkey Vulture,Cathartes aura,7338,3,CR-A,,L11123522,BPICR-019,10.120783,-84.5437535,2020-08-21,09:06 AM,eBird - Stationary Count,10,1,,,2,,3
S60550230,Turkey Vulture,Cathartes aura,7338,3,CR-A,,L10021214,Finca Alejandra Quesada,10.1383245,-84.522456,2019-10-12,06:05 AM,eBird - Traveling Count,132,1,4.19,,2
S59033884,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L9790798,Finca Alexis Elizondo Nespresso,10.1417182,-84.5552103,2019-08-13,02:30 PM,eBird - Traveling Count,25,1,.47,,2,,,22 días
S59033866,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L9698019,Finca Asdrubal Gamboa - Nespresso,10.1139571,-84.5570664,2019-07-24,08:53 AM,eBird - Traveling Count,130,1,2.84,,3,,,Finca Asdrubal Gamboa - Nespresso
S59162858,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L9821355,Finca Bolivar Sibaja Nespresso,10.1287311,-84.5122942,2019-08-21,11:01 AM,eBird - Traveling Count,33,1,.36,,2
S59033862,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L9660695,Finca Carlos Araya - Nespresso,10.1179183,-84.5334068,2019-07-17,02:02 PM,eBird - Traveling Count,107,1,3.29,,3,,,Finca Carlos Araya - Nespresso
S59033872,Turkey Vulture,Cathartes aura,7338,1,CR-A,,L9761027,Finca Carlos Vásquez Nespresso,10.1200659,-84.5440302,2019-08-07,09:23 AM,eBird - Traveling Count,70,1,2.71,,3,,,Finca Carlos Vásquez Nespresso
S59033855,Turkey Vulture,Cathartes aura,7338,4,CR-A,,L9623968,Finca Celimo Salas Nespresso,10.0487029,-84.4885053,2019-07-11,08:32 AM,eBird - Traveling Count,74,1,1.38,,3,,,Finca Celimo Salas Nespresso
S59033861,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L9660703,Finca Diógenes Vázquez -  Nespresso,10.1101146,-84.5428931,2019-07-17,10:40 AM,eBird - Traveling Count,80,1,1.28,,3,,,Finca Diógenes Vázquez -  Nespresso
S59163123,Turkey Vulture,Cathartes aura,7338,2,CR-A,,L9308655,Finca Edgar Fernández - Nespresso,10.1052611,-84.5501804,2019-05-08,02:37 PM,eBird - Traveling Count,98,1,1.66,,3,,,Finca Edgar Fernandez Nespresso
