Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S65172520,Clay-colored Thrush,Turdus grayi,27412,3,CR-A,,L11130550,BPI-095-CR,10.1566234,-84.5406634,2020-02-26,08:22 AM,eBird - Stationary Count,10,1,,,1,,,bpi95
S65233734,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130550,BPI-095-CR,10.1566234,-84.5406634,2020-02-26,08:32 AM,eBird - Stationary Count,11,1,,,1,,,BPI-95
S65232557,Clay-colored Thrush,Turdus grayi,27412,3,CR-A,,L11130550,BPI-095-CR,10.1566234,-84.5406634,2020-02-27,07:33 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-95
S65224475,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130550,BPI-095-CR,10.1566234,-84.5406634,2020-02-27,07:47 AM,eBird - Stationary Count,10,1,,,1,,,bpi95
S73643333,Clay-colored Thrush,Turdus grayi,27412,5,CR-A,,L11130550,BPI-095-CR,10.1566234,-84.5406634,2020-07-24,07:34 AM,eBird - Stationary Count,10,1,,,1,,5,BPI-95-CR
S71780004,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130550,BPI-095-CR,10.1566234,-84.5406634,2020-07-24,07:52 AM,eBird - Stationary Count,10,1,,,1,,,bpi95
S71880315,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130550,BPI-095-CR,10.1566234,-84.5406634,2020-07-26,07:43 AM,eBird - Stationary Count,10,1,,,1,,,bpi95
S61206082,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130566,BPI-096-CR,10.0482565,-84.4877984,2019-11-05,06:02 AM,eBird - Stationary Count,10,1,,,1,,,bpi96
S61220095,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130566,BPI-096-CR,10.0482565,-84.4877984,2019-11-05,06:15 AM,eBird - Stationary Count,10,1,,,2,,1
S61254185,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130566,BPI-096-CR,10.0482565,-84.4877984,2019-11-07,06:05 AM,eBird - Stationary Count,10,1,,,1,,,bpi96
S61254249,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130566,BPI-096-CR,10.0482565,-84.4877984,2019-11-07,07:33 AM,eBird - Stationary Count,10,1,,,1,,,bpi96
S65066560,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130566,BPI-096-CR,10.0482565,-84.4877984,2020-02-25,07:27 AM,eBird - Stationary Count,10,1,,,1,,,BPI-96
S65233650,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130566,BPI-096-CR,10.0482565,-84.4877984,2020-02-26,09:12 AM,eBird - Stationary Count,10,1,,,1,,,BPI-96
S73642147,Clay-colored Thrush,Turdus grayi,27412,6,CR-A,,L11130566,BPI-096-CR,10.0482565,-84.4877984,2020-08-07,06:23 AM,eBird - Stationary Count,10,1,,,1
S61206098,Clay-colored Thrush,Turdus grayi,27412,4,CR-A,,L11130576,BPI-097-CR,10.0469144,-84.48578,2019-11-05,06:25 AM,eBird - Stationary Count,11,1,,,1,,,bpi97
S61220100,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130576,BPI-097-CR,10.0469144,-84.48578,2019-11-05,06:37 AM,eBird - Stationary Count,12,1,,,2
S61220103,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130576,BPI-097-CR,10.0469144,-84.48578,2019-11-05,06:57 AM,eBird - Stationary Count,12,1,,,2,,2
S61254196,Clay-colored Thrush,Turdus grayi,27412,3,CR-A,,L11130576,BPI-097-CR,10.0469144,-84.48578,2019-11-07,06:22 AM,eBird - Stationary Count,12,1,,,1,,,bpi97
S61254234,Clay-colored Thrush,Turdus grayi,27412,10,CR-A,,L11130576,BPI-097-CR,10.0469144,-84.48578,2019-11-07,07:10 AM,eBird - Stationary Count,13,1,,,1,,,bpi97
S65015163,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130576,BPI-097-CR,10.0469144,-84.48578,2020-02-24,07:37 AM,eBird - Stationary Count,11,1,,,1,,1,BPI-97
S73642031,Clay-colored Thrush,Turdus grayi,27412,4,CR-A,,L11130576,BPI-097-CR,10.0469144,-84.48578,2020-08-07,06:38 AM,eBird - Stationary Count,10,1,,,1
S72184004,Clay-colored Thrush,Turdus grayi,27412,3,CR-A,,L11130576,BPI-097-CR,10.0469144,-84.48578,2020-08-07,06:52 AM,eBird - Stationary Count,10,1,,,2,,1,BPI-097-CR
S72245659,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130576,BPI-097-CR,10.0469144,-84.48578,2020-08-09,08:21 AM,eBird - Stationary Count,11,1,,,2
S61206120,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130588,BPI-098-CR,10.0453934,-84.4846849,2019-11-05,06:45 AM,eBird - Stationary Count,11,1,,,1,,,bpi98
S61254212,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130588,BPI-098-CR,10.0453934,-84.4846849,2019-11-07,06:40 AM,eBird - Stationary Count,11,1,,,1,,,bpi98
S72184013,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130588,BPI-098-CR,10.0453934,-84.4846849,2020-08-07,07:07 AM,eBird - Stationary Count,10,1,,,2,,,BPI-098-CR
S72244886,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130588,BPI-098-CR,10.0453934,-84.4846849,2020-08-09,08:02 AM,eBird - Stationary Count,10,1,,,1
S73641743,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130588,BPI-098-CR,10.0453934,-84.4846849,2020-08-09,08:12 AM,eBird - Stationary Count,10,1,,,1,,1
S61206124,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130604,BPI-099-CR,10.0542554,-84.4884924,2019-11-05,07:32 AM,eBird - Stationary Count,10,1,,,1,,,bpi99
S61220104,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130604,BPI-099-CR,10.0542554,-84.4884924,2019-11-05,07:44 AM,eBird - Stationary Count,10,1,,,2,,1
S65059220,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130604,BPI-099-CR,10.0542554,-84.4884924,2020-02-25,06:16 AM,eBird - Stationary Count,10,1,,,1,,,bpi99
S73642173,Clay-colored Thrush,Turdus grayi,27412,3,CR-A,,L11130604,BPI-099-CR,10.0542554,-84.4884924,2020-08-07,05:47 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-099-CR
S72183979,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130604,BPI-099-CR,10.0542554,-84.4884924,2020-08-07,06:05 AM,eBird - Stationary Count,10,1,,,2,,1,BPI-099-CR
S72247853,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130604,BPI-099-CR,10.0542554,-84.4884924,2020-08-09,09:17 AM,eBird - Stationary Count,10,1,,,2
S73642167,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130613,BPI-100-CR,10.0550119,-84.489667,2020-08-07,06:01 AM,eBird - Stationary Count,10,1,,,1
S61244465,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130643,BPI-101-CR,10.0613219,-84.4888351,2019-11-06,05:53 AM,eBird - Stationary Count,10,1,,,2,,1
S65066683,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130643,BPI-101-CR,10.0613219,-84.4888351,2020-02-25,05:43 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-101
S65059193,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130643,BPI-101-CR,10.0613219,-84.4888351,2020-02-25,05:55 AM,eBird - Stationary Count,10,1,,,1,,,bpi101
S73641837,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130643,BPI-101-CR,10.0613219,-84.4888351,2020-08-09,07:26 AM,eBird - Stationary Count,10,1,,,1
S61618564,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130658,BPI-102-CR,10.0809554,-84.4949415,2019-11-19,06:02 AM,eBird - Stationary Count,12,1,,,1,,,bpi 102
S61620339,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130658,BPI-102-CR,10.0809554,-84.4949415,2019-11-19,06:16 AM,eBird - Stationary Count,10,1,,,2
S64176358,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130658,BPI-102-CR,10.0809554,-84.4949415,2020-01-26,06:00 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-102
S72117537,Clay-colored Thrush,Turdus grayi,27412,4,CR-A,,L11130658,BPI-102-CR,10.0809554,-84.4949415,2020-07-31,05:22 AM,eBird - Stationary Count,10,1,,,1
S71981557,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130658,BPI-102-CR,10.0809554,-84.4949415,2020-07-31,05:50 AM,eBird - Stationary Count,10,1,,,1,,,bpi102
S61618567,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130675,BPI-103-CR,10.079394,-84.4952533,2019-11-19,06:23 AM,eBird - Stationary Count,13,1,,,1,,,bpi103
S63785273,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130675,BPI-103-CR,10.079394,-84.4952533,2020-01-25,08:41 AM,eBird - Stationary Count,10,1,,,1,,,bpi103.... rstaban trabajando atomizando
S63835513,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130675,BPI-103-CR,10.079394,-84.4952533,2020-01-26,05:59 AM,eBird - Stationary Count,10,1,,,1,,,bpi103
S72117540,Clay-colored Thrush,Turdus grayi,27412,4,CR-A,,L11130675,BPI-103-CR,10.079394,-84.4952533,2020-07-31,05:36 AM,eBird - Stationary Count,10,1,,,1,,3
S61637102,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130682,BPI-104-CR,10.0734981,-84.496473,2019-11-21,06:03 AM,eBird - Stationary Count,10,1,,,1,,,bpi 104
S72117488,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130682,BPI-104-CR,10.0734981,-84.496473,2020-07-30,06:59 AM,eBird - Stationary Count,10,1,,,1
S71981538,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130682,BPI-104-CR,10.0734981,-84.496473,2020-07-31,06:56 AM,eBird - Stationary Count,11,1,,,1,,,bpi104
S61618579,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130694,BPI-105-CR,10.0723331,-84.4977864,2019-11-19,07:24 AM,eBird - Stationary Count,10,1,,,1,,,bpi105
S61620348,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130694,BPI-105-CR,10.0723331,-84.4977864,2019-11-19,07:36 AM,eBird - Stationary Count,10,1,,,2
S61637150,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130694,BPI-105-CR,10.0723331,-84.4977864,2019-11-21,07:12 AM,eBird - Stationary Count,14,1,,,1,,,bpi 105
S63840718,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130694,BPI-105-CR,10.0723331,-84.4977864,2020-01-26,07:05 AM,eBird - Traveling Count,10,1,1.49,,1,,,bpi 105
S72117551,Clay-colored Thrush,Turdus grayi,27412,3,CR-A,,L11130694,BPI-105-CR,10.0723331,-84.4977864,2020-07-31,06:30 AM,eBird - Stationary Count,10,1,,,1
S61637146,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130710,BPI-106-CR,10.0729765,-84.499009,2019-11-21,06:51 AM,eBird - Stationary Count,11,1,,,1,,,bpi 106
S72117498,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130710,BPI-106-CR,10.0729765,-84.499009,2020-07-30,07:27 AM,eBird - Stationary Count,10,1,,,1
S61649320,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130719,BPI-107-CR,10.1190024,-84.5152869,2019-11-22,06:17 AM,eBird - Stationary Count,13,1,,,1,,,bpi-107
S61780250,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130719,BPI-107-CR,10.1190024,-84.5152869,2019-11-26,09:20 AM,eBird - Stationary Count,10,1,,,1,,,bpi 107
S65790321,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130719,BPI-107-CR,10.1190024,-84.5152869,2020-03-14,05:43 AM,eBird - Stationary Count,10,1,,,1,,,bpi107
S65790445,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130719,BPI-107-CR,10.1190024,-84.5152869,2020-03-14,05:53 AM,eBird - Stationary Count,10,1,,,1,,,BPI-107
S72937554,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130719,BPI-107-CR,10.1190024,-84.5152869,2020-08-29,07:57 AM,eBird - Stationary Count,10,1,,,2
S72980487,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130719,BPI-107-CR,10.1190024,-84.5152869,2020-08-30,07:07 AM,eBird - Stationary Count,12,1,,,2
S61649367,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130729,BPI-108-CR,10.1190981,-84.5149877,2019-11-22,06:41 AM,eBird - Stationary Count,11,1,,,1,,,bpi 108
S61649381,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130729,BPI-108-CR,10.1190981,-84.5149877,2019-11-22,06:53 AM,eBird - Stationary Count,11,1,,,1,,,bpi108
S61780189,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130729,BPI-108-CR,10.1190981,-84.5149877,2019-11-26,08:56 AM,eBird - Stationary Count,10,1,,,1,,,bpi- 108
S65790351,Clay-colored Thrush,Turdus grayi,27412,3,CR-A,,L11130729,BPI-108-CR,10.1190981,-84.5149877,2020-03-14,05:56 AM,eBird - Stationary Count,10,1,,,1,,2,bpi108
S65874301,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130729,BPI-108-CR,10.1190981,-84.5149877,2020-03-15,08:57 AM,eBird - Stationary Count,10,1,,,1,,,BPI-108
S61649472,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130738,BPI-109-CR,10.0916349,-84.5577596,2019-11-22,08:03 AM,eBird - Stationary Count,10,1,,,1,,,bpi109
S61649515,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130738,BPI-109-CR,10.0916349,-84.5577596,2019-11-22,08:54 AM,eBird - Stationary Count,10,1,,,1,,,bpi109
S65381265,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130738,BPI-109-CR,10.0916349,-84.5577596,2020-02-29,06:12 AM,eBird - Stationary Count,10,1,,,1,,,bpi109
S65391296,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130738,BPI-109-CR,10.0916349,-84.5577596,2020-02-29,06:26 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-109
S71880529,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130738,BPI-109-CR,10.0916349,-84.5577596,2020-07-21,06:07 AM,eBird - Stationary Count,10,1,,,1
S71754749,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130738,BPI-109-CR,10.0916349,-84.5577596,2020-07-23,08:13 AM,eBird - Stationary Count,10,1,,,1,,,bpi 109
S61649491,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130752,BPI-110-CR,10.092577,-84.5566071,2019-11-22,08:37 AM,eBird - Stationary Count,12,1,,,1,,,bpi110
S65381268,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130752,BPI-110-CR,10.092577,-84.5566071,2020-02-29,06:26 AM,eBird - Stationary Count,10,1,,,1,,,bpi110
S71726676,Clay-colored Thrush,Turdus grayi,27412,3,CR-A,,L11130752,BPI-110-CR,10.092577,-84.5566071,2020-07-21,06:20 AM,eBird - Traveling Count,10,1,.13,,1
S71754743,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130752,BPI-110-CR,10.092577,-84.5566071,2020-07-23,08:27 AM,eBird - Stationary Count,10,1,,,1,,,bpi110
S61649529,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130780,BPI-111-CR,10.0880183,-84.5433677,2019-11-22,09:16 AM,eBird - Stationary Count,10,1,,,1,,,bpi 111
S61649542,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130780,BPI-111-CR,10.0880183,-84.5433677,2019-11-22,09:27 AM,eBird - Stationary Count,10,1,,,1,,,bpi111
S65391268,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130780,BPI-111-CR,10.0880183,-84.5433677,2020-02-29,05:39 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-111
S65381260,Clay-colored Thrush,Turdus grayi,27412,4,CR-A,,L11130780,BPI-111-CR,10.0880183,-84.5433677,2020-02-29,05:51 AM,eBird - Stationary Count,10,1,,,1,,,bpi111
S71880533,Clay-colored Thrush,Turdus grayi,27412,3,CR-A,,L11130780,BPI-111-CR,10.0880183,-84.5433677,2020-07-21,05:36 AM,eBird - Stationary Count,10,1,,,1,,1
S61843198,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130795,BPI-112-CR,10.0798823,-84.4842741,2019-11-29,06:26 AM,eBird - Stationary Count,12,1,,,2,,1,BPI-112
S65381437,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130795,BPI-112-CR,10.0798823,-84.4842741,2020-03-01,05:39 AM,eBird - Stationary Count,10,1,,,1,,,bpi112
S65413968,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130795,BPI-112-CR,10.0798823,-84.4842741,2020-03-03,08:17 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-112
S73641589,Clay-colored Thrush,Turdus grayi,27412,6,CR-A,,L11130795,BPI-112-CR,10.0798823,-84.4842741,2020-08-12,05:29 AM,eBird - Stationary Count,10,1,,,1,,6
S72336788,Clay-colored Thrush,Turdus grayi,27412,5,CR-A,,L11130795,BPI-112-CR,10.0798823,-84.4842741,2020-08-12,05:42 AM,eBird - Stationary Count,10,1,,,2,,5
S73640350,Clay-colored Thrush,Turdus grayi,27412,4,CR-A,,L11130795,BPI-112-CR,10.0798823,-84.4842741,2020-08-13,08:53 AM,eBird - Stationary Count,9,1,,,1,,2
S73640343,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130795,BPI-112-CR,10.0798823,-84.4842741,2020-08-13,09:04 AM,eBird - Stationary Count,9,1,,,1,,1
S61854198,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130805,BPI-113-CR,10.0790222,-84.4843316,2019-11-29,06:34 AM,eBird - Stationary Count,10,1,,,1,,,bpi 113
S65414276,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130805,BPI-113-CR,10.0790222,-84.4843316,2020-03-01,06:02 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-113
S65413986,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130805,BPI-113-CR,10.0790222,-84.4843316,2020-03-03,08:05 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-113
S72337458,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130805,BPI-113-CR,10.0790222,-84.4843316,2020-08-12,05:59 AM,eBird - Stationary Count,10,1,,,2,,1
S73640362,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130805,BPI-113-CR,10.0790222,-84.4843316,2020-08-13,08:39 AM,eBird - Stationary Count,9,1,,,1
S65381441,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130816,BPI-114-CR,10.0787469,-84.4854094,2020-03-01,06:08 AM,eBird - Stationary Count,10,1,,,1,,1,bpi114
S65414008,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130816,BPI-114-CR,10.0787469,-84.4854094,2020-03-03,07:51 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-114
S73641466,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130816,BPI-114-CR,10.0787469,-84.4854094,2020-08-12,06:00 AM,eBird - Stationary Count,10,1,,,1,,2
S72337793,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130816,BPI-114-CR,10.0787469,-84.4854094,2020-08-12,06:15 AM,eBird - Stationary Count,10,1,,,2
S73640374,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130816,BPI-114-CR,10.0787469,-84.4854094,2020-08-13,08:13 AM,eBird - Stationary Count,9,1,,,1
S61854237,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130827,BPI-115-CR,10.0518394,-84.5161909,2019-11-29,08:05 AM,eBird - Stationary Count,10,1,,,1,,,bpi 115
S73641419,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130827,BPI-115-CR,10.0518394,-84.5161909,2020-08-12,06:55 AM,eBird - Stationary Count,10,1,,,1,,1
S72339068,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130827,BPI-115-CR,10.0518394,-84.5161909,2020-08-12,07:08 AM,eBird - Stationary Count,11,1,,,2,,1
S61854244,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11130845,BPI-116-CR,10.0518619,-84.5148675,2019-11-29,08:23 AM,eBird - Stationary Count,11,1,,,1,,,bpi116
S65874472,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130845,BPI-116-CR,10.0518619,-84.5148675,2020-03-15,05:55 AM,eBird - Stationary Count,10,1,,,1,,,BPI-116
S61854265,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130857,BPI-117-CR,10.0531283,-84.5151519,2019-11-29,08:50 AM,eBird - Stationary Count,10,1,,,1,,1,bpi117
S72339952,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11130857,BPI-117-CR,10.0531283,-84.5151519,2020-08-12,07:41 AM,eBird - Stationary Count,12,1,,,2
S61979512,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131003,BPI-118-CR,10.1258536,-84.4295322,2019-12-04,05:57 AM,eBird - Stationary Count,10,1,,,1,,,bpi 118
S64603545,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131055,BPI-122-CR,10.1286983,-84.4219644,2020-02-08,07:16 AM,eBird - Stationary Count,10,1,,,1,,,BPI-122
S72140173,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131055,BPI-122-CR,10.1286983,-84.4219644,2020-07-20,06:54 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-122-CR
S64754456,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131063,BPI-123-CR,10.1171909,-84.4469576,2020-02-19,05:41 AM,eBird - Stationary Count,10,1,,,1,,,bpi123
S62385227,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131073,BPI-124-CR,10.116372,-84.44513,2019-12-12,08:37 AM,eBird - Stationary Count,12,1,,,1,,,bpi 124
S62385235,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131100,BPI-126-CR,10.1119037,-84.4410942,2019-12-12,09:18 AM,eBird - Stationary Count,10,1,,,1,,,bpi 126
S64754482,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131100,BPI-126-CR,10.1119037,-84.4410942,2020-02-19,06:44 AM,eBird - Stationary Count,10,1,,,1,,,bpi126
S71606780,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11131109,BPI-127-CR,10.1103079,-84.4411276,2020-07-16,06:44 AM,eBird - Stationary Count,10,1,,,1,,,BPI-127-CR
S71572407,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131109,BPI-127-CR,10.1103079,-84.4411276,2020-07-17,08:00 AM,eBird - Stationary Count,10,1,,,1,,,bpi127
S62385202,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131121,BPI-128-CR,10.1111145,-84.4398109,2019-12-12,06:27 AM,eBird - Stationary Count,11,1,,,1,,1,bpi128
S71607187,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11131121,BPI-128-CR,10.1111145,-84.4398109,2020-07-17,07:32 AM,eBird - Casual Observation,,0,,,1
S65637465,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131133,BPI-129-CR,10.1188244,-84.5145052,2020-03-06,05:42 AM,eBird - Stationary Count,10,1,,,1,,,bpi129
S73300491,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131133,BPI-129-CR,10.1188244,-84.5145052,2020-08-30,08:45 AM,eBird - Stationary Count,10,0,,,1,,1
S62410528,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131142,BPI-130-CR,10.1209466,-84.5133912,2019-12-17,06:56 AM,eBird - Stationary Count,11,1,,,1,,,bpi130
S62459604,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131142,BPI-130-CR,10.1209466,-84.5133912,2019-12-18,08:42 AM,eBird - Stationary Count,10,1,,,1,,,bpi130
S65637471,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131142,BPI-130-CR,10.1209466,-84.5133912,2020-03-06,05:56 AM,eBird - Stationary Count,10,1,,,1,,,bpi 130
S62410011,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11131155,BPI-131-CR,10.1228729,-84.5131493,2019-12-17,07:16 AM,eBird - Stationary Count,11,1,,,1,,,bpi 131
S65637472,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131155,BPI-131-CR,10.1228729,-84.5131493,2020-03-06,06:11 AM,eBird - Stationary Count,10,1,,,1,,1,bpi131
S65514469,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131155,BPI-131-CR,10.1228729,-84.5131493,2020-03-06,06:20 AM,eBird - Stationary Count,10,1,,,1,,1,BPI-131
S65790574,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131155,BPI-131-CR,10.1228729,-84.5131493,2020-03-13,08:25 AM,eBird - Stationary Count,10,1,,,1,,,BPI-131
S62410016,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131176,BPI-132-CR,10.1183973,-84.512499,2019-12-17,08:06 AM,eBird - Stationary Count,10,1,,,1,,1,bpi132
S65637475,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11131176,BPI-132-CR,10.1183973,-84.512499,2020-03-06,06:34 AM,eBird - Stationary Count,10,1,,,1,,,bpi132
S73095515,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131176,BPI-132-CR,10.1183973,-84.512499,2020-09-02,06:11 AM,eBird - Stationary Count,10,1,,,2
S73169661,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131176,BPI-132-CR,10.1183973,-84.512499,2020-09-04,08:57 AM,eBird - Stationary Count,10,1,,,1
S62422536,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131185,BPI-133-CR,10.1201563,-84.5120095,2019-12-18,06:48 AM,eBird - Stationary Count,10,1,,,1,,,bpi 133
S65637479,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131185,BPI-133-CR,10.1201563,-84.5120095,2020-03-06,06:50 AM,eBird - Stationary Count,10,1,,,1,,,bpi133
S73168899,Clay-colored Thrush,Turdus grayi,27412,2,CR-A,,L11131185,BPI-133-CR,10.1201563,-84.5120095,2020-09-04,08:36 AM,eBird - Stationary Count,11,1,,,2
S65790686,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131237,BPI-134-CR,10.1154006,-84.5094513,2020-03-13,07:16 AM,eBird - Stationary Count,10,1,,,1,,,BPI-134
S65790252,Clay-colored Thrush,Turdus grayi,27412,1,CR-A,,L11131237,BPI-134-CR,10.1154006,-84.5094513,2020-03-13,07:29 AM,eBird - Stationary Count,10,1,,,1,,,bpi134
